,home_team,away_team,bet_type,outcome,odd
0,Arsenal,Crystal Palace,Résultat du match (temps réglementaire),,8.00
1,Arsenal,Crystal Palace,Double chance,Arsenal ou Nul,1.06
2,Arsenal,Crystal Palace,Double chance,Arsenal ou Crystal Palace,1.11
3,Arsenal,Crystal Palace,Double chance,Nul ou Crystal Palace,2.97
4,Arsenal,Crystal Palace,Nombre total de buts,"+ de 1,5",1.19
5,Arsenal,Crystal Palace,Nombre total de buts,"- de 1,5",3.70
6,Arsenal,Crystal Palace,Nombre total de buts,"+ de 2,5",1.62
7,Arsenal,Crystal Palace,Nombre total de buts,"- de 2,5",1.88
8,Arsenal,Crystal Palace,Nombre total de buts,"+ de 3,5",2.50
9,Arsenal,Crystal Palace,Nombre total de buts,"- de 3,5",1.32
10,Arsenal,Crystal Palace,But pour les 2 équipes,Oui,1.98
11,Arsenal,Crystal Palace,But pour les 2 équipes,Non,1.56
12,Arsenal,Crystal Palace,Total de buts - Arsenal,"+ de 0,5",1.07
13,Arsenal,Crystal Palace,Total de buts - Arsenal,"- de 0,5",7.10
14,Arsenal,Crystal Palace,Total de buts - Arsenal,"+ de 1,5",1.43
15,Arsenal,Crystal Palace,Total de buts - Arsenal,"- de 1,5",2.32
16,Arsenal,Crystal Palace,Total de buts - Arsenal,"+ de 2,5",2.35
17,Arsenal,Crystal Palace,Total de buts - Arsenal,"- de 2,5",1.44
18,Arsenal,Crystal Palace,Total de buts - Crystal Palace,"+ de 0,5",1.80
19,Arsenal,Crystal Palace,Total de buts - Crystal Palace,"- de 0,5",1.74
20,Arsenal,Crystal Palace,Total de buts - Crystal Palace,"+ de 1,5",4.48
21,Arsenal,Crystal Palace,Total de buts - Crystal Palace,"- de 1,5",1.10
22,Arsenal,Crystal Palace,Écart de buts,Arsenal gagne de 6 buts ou +,16.25
23,Arsenal,Crystal Palace,Écart de buts,Arsenal gagne de 5 buts exactement,8.40
24,Arsenal,Crystal Palace,Écart de buts,Crystal Palace ne perd pas ou perd de 4 buts ou -,1.01
25,Arsenal,Crystal Palace,Première équipe à marquer,Arsenal,1.29
26,Arsenal,Crystal Palace,Première équipe à marquer,Pas de but dans le match,13.75
27,Arsenal,Crystal Palace,Première équipe à marquer,Crystal Palace,3.58
28,Arsenal,Crystal Palace,Score exact,1 - 0,6.40
29,Arsenal,Crystal Palace,Score exact,0 - 0,14
30,Arsenal,Crystal Palace,Score exact,0 - 1,20
31,Arsenal,Crystal Palace,Score exact,2 - 0,5.80
32,Arsenal,Crystal Palace,Score exact,1 - 1,9.40
33,Arsenal,Crystal Palace,Score exact,0 - 2,60
34,Arsenal,Crystal Palace,Score exact,2 - 1,8.60
35,Arsenal,Crystal Palace,Score exact,2 - 2,25
36,Arsenal,Crystal Palace,Score exact,1 - 2,27
37,Arsenal,Crystal Palace,1ère mi-temps - Résultat,Arsenal,1.77
38,Arsenal,Crystal Palace,1ère mi-temps - Résultat,Nul,2.34
39,Arsenal,Crystal Palace,1ère mi-temps - Résultat,Crystal Palace,7.30
40,Aston Villa,Newcastle,Résultat du match (temps réglementaire),,3.25
41,Aston Villa,Newcastle,Double chance,Aston Villa ou Nul,1.25
42,Aston Villa,Newcastle,Double chance,Aston Villa ou Newcastle,1.19
43,Aston Villa,Newcastle,Double chance,Nul ou Newcastle,1.73
44,Aston Villa,Newcastle,Nombre total de buts,"+ de 1,5",1.13
45,Aston Villa,Newcastle,Nombre total de buts,"- de 1,5",4.60
46,Aston Villa,Newcastle,Nombre total de buts,"+ de 2,5",1.48
47,Aston Villa,Newcastle,Nombre total de buts,"- de 2,5",2.15
48,Aston Villa,Newcastle,Nombre total de buts,"+ de 3,5",2.15
49,Aston Villa,Newcastle,Nombre total de buts,"- de 3,5",1.45
50,Aston Villa,Newcastle,But pour les 2 équipes,Oui,1.45
51,Aston Villa,Newcastle,But pour les 2 équipes,Non,2.19
52,Aston Villa,Newcastle,Total de buts - Aston Villa,"+ de 0,5",1.11
53,Aston Villa,Newcastle,Total de buts - Aston Villa,"- de 0,5",5.20
54,Aston Villa,Newcastle,Total de buts - Aston Villa,"+ de 1,5",1.61
55,Aston Villa,Newcastle,Total de buts - Aston Villa,"- de 1,5",1.89
56,Aston Villa,Newcastle,Total de buts - Aston Villa,"+ de 2,5",3.07
57,Aston Villa,Newcastle,Total de buts - Aston Villa,"- de 2,5",1.26
58,Aston Villa,Newcastle,Total de buts - Aston Villa,"+ de 3,5",4.78
59,Aston Villa,Newcastle,Total de buts - Aston Villa,"- de 3,5",1.06
60,Aston Villa,Newcastle,Total de buts - Newcastle,"+ de 0,5",1.25
61,Aston Villa,Newcastle,Total de buts - Newcastle,"- de 0,5",3.18
62,Aston Villa,Newcastle,Total de buts - Newcastle,"+ de 1,5",2.19
63,Aston Villa,Newcastle,Total de buts - Newcastle,"- de 1,5",1.44
64,Aston Villa,Newcastle,Total de buts - Newcastle,"+ de 2,5",5.65
65,Aston Villa,Newcastle,Total de buts - Newcastle,"- de 2,5",1.09
66,Aston Villa,Newcastle,Total de buts - Newcastle,"+ de 3,5",6.20
67,Aston Villa,Newcastle,Total de buts - Newcastle,"- de 3,5",1.01
68,Aston Villa,Newcastle,Écart de buts,Aston Villa gagne de 5 buts ou +,16.50
69,Aston Villa,Newcastle,Écart de buts,Aston Villa gagne de 4 buts exactement,8.25
70,Aston Villa,Newcastle,Écart de buts,Newcastle ne perd pas ou perd de 3 buts ou -,1.01
71,Aston Villa,Newcastle,Première équipe à marquer,Aston Villa,1.60
72,Aston Villa,Newcastle,Première équipe à marquer,Pas de but dans le match,18.25
73,Aston Villa,Newcastle,Première équipe à marquer,Newcastle,2.14
74,Aston Villa,Newcastle,Score exact,1 - 0,11
75,Aston Villa,Newcastle,Score exact,0 - 0,18
76,Aston Villa,Newcastle,Score exact,0 - 1,15
77,Aston Villa,Newcastle,Score exact,2 - 0,11
78,Aston Villa,Newcastle,Score exact,1 - 1,7.40
79,Aston Villa,Newcastle,Score exact,0 - 2,22
80,Aston Villa,Newcastle,Score exact,2 - 1,8.60
81,Aston Villa,Newcastle,Score exact,2 - 2,12
82,Aston Villa,Newcastle,Score exact,1 - 2,12
83,Aston Villa,Newcastle,1ère mi-temps - Résultat,Aston Villa,2.34
84,Aston Villa,Newcastle,1ère mi-temps - Résultat,Nul,2.26
85,Aston Villa,Newcastle,1ère mi-temps - Résultat,Newcastle,3.57
86,Bournemouth,Liverpool,Résultat du match (temps réglementaire),,1.60
87,Bournemouth,Liverpool,Double chance,Bournemouth ou Nul,2.10
88,Bournemouth,Liverpool,Double chance,Bournemouth ou Liverpool,1.16
89,Bournemouth,Liverpool,Double chance,Nul ou Liverpool,1.15
90,Bournemouth,Liverpool,Nombre total de buts,"+ de 1,5",1.10
91,Bournemouth,Liverpool,Nombre total de buts,"- de 1,5",5.50
92,Bournemouth,Liverpool,Nombre total de buts,"+ de 2,5",1.38
93,Bournemouth,Liverpool,Nombre total de buts,"- de 2,5",2.35
94,Bournemouth,Liverpool,Nombre total de buts,"+ de 3,5",1.95
95,Bournemouth,Liverpool,Nombre total de buts,"- de 3,5",1.58
96,Bournemouth,Liverpool,But pour les 2 équipes,Oui,1.43
97,Bournemouth,Liverpool,But pour les 2 équipes,Non,2.22
98,Bournemouth,Liverpool,Total de buts - Bournemouth,"+ de 0,5",1.31
99,Bournemouth,Liverpool,Total de buts - Bournemouth,"- de 0,5",2.86
100,Bournemouth,Liverpool,Total de buts - Bournemouth,"+ de 1,5",2.45
101,Bournemouth,Liverpool,Total de buts - Bournemouth,"- de 1,5",1.39
102,Bournemouth,Liverpool,Total de buts - Bournemouth,"+ de 2,5",6.70
103,Bournemouth,Liverpool,Total de buts - Bournemouth,"- de 2,5",1.08
104,Bournemouth,Liverpool,Total de buts - Liverpool,"+ de 0,5",1.07
105,Bournemouth,Liverpool,Total de buts - Liverpool,"- de 0,5",7.20
106,Bournemouth,Liverpool,Total de buts - Liverpool,"+ de 1,5",1.43
107,Bournemouth,Liverpool,Total de buts - Liverpool,"- de 1,5",2.33
108,Bournemouth,Liverpool,Total de buts - Liverpool,"+ de 2,5",2.34
109,Bournemouth,Liverpool,Total de buts - Liverpool,"- de 2,5",1.44
110,Bournemouth,Liverpool,Écart de buts,Bournemouth gagne de 4 buts ou +,21.50
111,Bournemouth,Liverpool,Écart de buts,Bournemouth gagne de 3 buts exactement,7.90
112,Bournemouth,Liverpool,Écart de buts,Liverpool ne perd pas ou perd de 2 buts ou -,1.01
113,Bournemouth,Liverpool,Première équipe à marquer,Bournemouth,2.47
114,Bournemouth,Liverpool,Première équipe à marquer,Pas de but dans le match,22.50
115,Bournemouth,Liverpool,Première équipe à marquer,Liverpool,1.47
116,Bournemouth,Liverpool,Score exact,1 - 0,20
117,Bournemouth,Liverpool,Score exact,0 - 0,22
118,Bournemouth,Liverpool,Score exact,0 - 1,11
119,Bournemouth,Liverpool,Score exact,2 - 0,35
120,Bournemouth,Liverpool,Score exact,1 - 1,8.40
121,Bournemouth,Liverpool,Score exact,0 - 2,10
122,Bournemouth,Liverpool,Score exact,2 - 1,15
123,Bournemouth,Liverpool,Score exact,2 - 2,13
124,Bournemouth,Liverpool,Score exact,1 - 2,8.40
125,Bournemouth,Liverpool,1ère mi-temps - Résultat,Bournemouth,4.38
126,Bournemouth,Liverpool,1ère mi-temps - Résultat,Nul,2.46
127,Bournemouth,Liverpool,1ère mi-temps - Résultat,Liverpool,2.02
128,Brentford,Nottingham Forest,Résultat du match (temps réglementaire),,3.45
129,Brentford,Nottingham Forest,Double chance,Brentford ou Nul,1.24
130,Brentford,Nottingham Forest,Double chance,Brentford ou Nottingham Forest,1.22
131,Brentford,Nottingham Forest,Double chance,Nul ou Nottingham Forest,1.69
132,Brentford,Nottingham Forest,Nombre total de buts,"+ de 0,5",1.03
133,Brentford,Nottingham Forest,Nombre total de buts,"- de 0,5",12
134,Brentford,Nottingham Forest,Nombre total de buts,"+ de 1,5",1.22
135,Brentford,Nottingham Forest,Nombre total de buts,"- de 1,5",3.40
136,Brentford,Nottingham Forest,Nombre total de buts,"+ de 2,5",1.72
137,Brentford,Nottingham Forest,Nombre total de buts,"- de 2,5",1.75
138,Brentford,Nottingham Forest,But pour les 2 équipes,Oui,1.63
139,Brentford,Nottingham Forest,But pour les 2 équipes,Non,1.88
140,Brentford,Nottingham Forest,Total de buts - Brentford,"+ de 0,5",1.17
141,Brentford,Nottingham Forest,Total de buts - Brentford,"- de 0,5",4.15
142,Brentford,Nottingham Forest,Total de buts - Brentford,"+ de 1,5",1.86
143,Brentford,Nottingham Forest,Total de buts - Brentford,"- de 1,5",1.69
144,Brentford,Nottingham Forest,Total de buts - Brentford,"+ de 2,5",3.90
145,Brentford,Nottingham Forest,Total de buts - Brentford,"- de 2,5",1.19
146,Brentford,Nottingham Forest,Total de buts - Brentford,"+ de 3,5",6.05
147,Brentford,Nottingham Forest,Total de buts - Brentford,"- de 3,5",1.04
148,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"+ de 0,5",1.35
149,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"- de 0,5",2.64
150,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"+ de 1,5",2.65
151,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"- de 1,5",1.33
152,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"+ de 2,5",7.80
153,Brentford,Nottingham Forest,Total de buts - Nottingham Forest,"- de 2,5",1.06
154,Brentford,Nottingham Forest,Écart de buts,Brentford gagne de 5 buts ou +,18.75
155,Brentford,Nottingham Forest,Écart de buts,Brentford gagne de 4 buts exactement,8.10
156,Brentford,Nottingham Forest,Écart de buts,Nottingham Forest ne perd pas ou perd de 3 buts ou -,1.01
157,Brentford,Nottingham Forest,Première équipe à marquer,Brentford,1.66
158,Brentford,Nottingham Forest,Première équipe à marquer,Pas de but dans le match,11.75
159,Brentford,Nottingham Forest,Première équipe à marquer,Nottingham Forest,2.27
160,Brentford,Nottingham Forest,Score exact,1 - 0,8.00
161,Brentford,Nottingham Forest,Score exact,0 - 0,12
162,Brentford,Nottingham Forest,Score exact,0 - 1,11
163,Brentford,Nottingham Forest,Score exact,2 - 0,9.80
164,Brentford,Nottingham Forest,Score exact,1 - 1,6.40
165,Brentford,Nottingham Forest,Score exact,0 - 2,20
166,Brentford,Nottingham Forest,Score exact,2 - 1,8.60
167,Brentford,Nottingham Forest,Score exact,2 - 2,14
168,Brentford,Nottingham Forest,Score exact,1 - 2,12
169,Brentford,Nottingham Forest,1ère mi-temps - Résultat,Brentford,2.50
170,Brentford,Nottingham Forest,1ère mi-temps - Résultat,Nul,2.11
171,Brentford,Nottingham Forest,1ère mi-temps - Résultat,Nottingham Forest,3.88
172,Brighton,Wolverhampton,Résultat du match (temps réglementaire),,4.55
173,Brighton,Wolverhampton,Double chance,Brighton ou Nul,1.14
174,Brighton,Wolverhampton,Double chance,Brighton ou Wolverhampton,1.17
175,Brighton,Wolverhampton,Double chance,Nul ou Wolverhampton,2.09
176,Brighton,Wolverhampton,Nombre total de buts,"+ de 1,5",1.15
177,Brighton,Wolverhampton,Nombre total de buts,"- de 1,5",4.25
178,Brighton,Wolverhampton,Nombre total de buts,"+ de 2,5",1.52
179,Brighton,Wolverhampton,Nombre total de buts,"- de 2,5",2.00
180,Brighton,Wolverhampton,Nombre total de buts,"+ de 3,5",2.25
181,Brighton,Wolverhampton,Nombre total de buts,"- de 3,5",1.40
182,Brighton,Wolverhampton,But pour les 2 équipes,Oui,1.57
183,Brighton,Wolverhampton,But pour les 2 équipes,Non,1.96
184,Brighton,Wolverhampton,Total de buts - Brighton,"+ de 0,5",1.08
185,Brighton,Wolverhampton,Total de buts - Brighton,"- de 0,5",6.00
186,Brighton,Wolverhampton,Total de buts - Brighton,"+ de 1,5",1.51
187,Brighton,Wolverhampton,Total de buts - Brighton,"- de 1,5",2.05
188,Brighton,Wolverhampton,Total de buts - Brighton,"+ de 2,5",2.69
189,Brighton,Wolverhampton,Total de buts - Brighton,"- de 2,5",1.33
190,Brighton,Wolverhampton,Total de buts - Wolverhampton,"+ de 0,5",1.39
191,Brighton,Wolverhampton,Total de buts - Wolverhampton,"- de 0,5",2.45
192,Brighton,Wolverhampton,Total de buts - Wolverhampton,"+ de 1,5",2.76
193,Brighton,Wolverhampton,Total de buts - Wolverhampton,"- de 1,5",1.27
194,Brighton,Wolverhampton,Total de buts - Wolverhampton,"+ de 2,5",9.10
195,Brighton,Wolverhampton,Total de buts - Wolverhampton,"- de 2,5",1.04
196,Brighton,Wolverhampton,Écart de buts,Brighton gagne de 5 buts ou +,14.25
197,Brighton,Wolverhampton,Écart de buts,Brighton gagne de 4 buts exactement,7.95
198,Brighton,Wolverhampton,Écart de buts,Wolverhampton ne perd pas ou perd de 3 buts ou -,1.03
199,Brighton,Wolverhampton,Première équipe à marquer,Brighton,1.45
200,Brighton,Wolverhampton,Première équipe à marquer,Pas de but dans le match,16
201,Brighton,Wolverhampton,Première équipe à marquer,Wolverhampton,2.53
202,Brighton,Wolverhampton,Score exact,1 - 0,8.60
203,Brighton,Wolverhampton,Score exact,0 - 0,16
204,Brighton,Wolverhampton,Score exact,0 - 1,16
205,Brighton,Wolverhampton,Score exact,2 - 0,8.60
206,Brighton,Wolverhampton,Score exact,1 - 1,7.40
207,Brighton,Wolverhampton,Score exact,0 - 2,30
208,Brighton,Wolverhampton,Score exact,2 - 1,8.20
209,Brighton,Wolverhampton,Score exact,2 - 2,14
210,Brighton,Wolverhampton,Score exact,1 - 2,16
